sample_id,encryption_count,file_write_rate,registry_modifications,network_connections,process_tree_depth,bruteforce_attempts,usb_access_count,cloud_api_access,phishing_indicator,exploit_indicator,class_id,class_name
sample_05503,1061,306.21546789296195,87,37,6,3,2,3,0,0,0,Encryptor
sample_01628,922,383.31701406323134,114,54,7,6,7,6,0,0,0,Encryptor
sample_02684,826,230.71993210773547,106,43,5,6,3,5,0,0,0,Encryptor
sample_04792,922,313.12850692451286,31,15,4,4,0,0,0,1,0,Encryptor
sample_03826,730,320.8577762242133,45,34,5,4,5,6,0,0,0,Encryptor
sample_06577,894,257.3333804569272,80,46,6,3,5,8,1,0,0,Encryptor
sample_09347,1048,238.80384930847444,65,70,7,5,8,6,0,0,0,Encryptor
sample_06651,1020,278.17802766402934,86,31,8,4,6,8,0,0,0,Encryptor
sample_02416,791,392.2515150334525,30,23,7,0,3,10,0,0,0,Encryptor
sample_08586,926,350.9977528501141,70,32,6,3,3,7,0,0,0,Encryptor
sample_08353,655,312.6244599036841,77,62,7,2,2,3,0,0,0,Encryptor
sample_05150,640,331.0468376832158,79,41,8,1,1,3,0,0,0,Encryptor
sample_05357,867,193.44861400863124,96,40,7,6,5,6,0,0,0,Encryptor
sample_06878,947,346.88313524081906,54,43,6,2,2,4,0,1,0,Encryptor
sample_03751,1178,167.85004293234186,90,32,7,1,1,6,0,1,0,Encryptor
sample_09906,816,158.2915786072093,58,64,7,1,4,4,0,0,0,Encryptor
sample_00556,662,244.50297961300916,61,47,5,5,0,5,0,1,0,Encryptor
sample_08443,933,445.6566991536582,114,49,5,4,6,3,0,0,0,Encryptor
sample_02281,442,245.3331677091478,64,65,8,6,4,8,0,0,0,Encryptor
sample_06005,559,392.8478536947895,20,26,5,7,5,3,0,0,0,Encryptor
sample_09275,1252,425.9872930714502,70,20,6,5,4,5,0,0,0,Encryptor
sample_07479,724,280.7483744296799,63,55,8,6,9,10,0,0,0,Encryptor
sample_07390,953,257.9257726127854,101,37,7,1,5,6,0,0,0,Encryptor
sample_03482,573,164.18691800567592,68,55,7,4,7,6,0,1,0,Encryptor
sample_05218,1001,262.4097499032716,81,50,9,4,2,6,0,0,0,Encryptor
sample_06215,703,232.6642958097754,77,56,4,5,5,4,0,0,0,Encryptor
sample_03773,563,399.0478698700672,104,55,6,4,7,5,0,0,0,Encryptor
sample_00073,782,355.860488779561,84,23,7,6,6,7,0,0,0,Encryptor
sample_02701,831,265.9438624834117,122,51,8,5,7,5,0,0,0,Encryptor
sample_09256,402,354.6593237991907,83,56,5,4,2,7,0,0,0,Encryptor
sample_02103,650,226.01977318965828,70,44,7,7,6,0,0,1,0,Encryptor
sample_02676,638,234.54744998409285,51,28,7,5,1,6,0,0,0,Encryptor
sample_08291,898,284.9583211991783,88,41,6,4,4,5,0,0,0,Encryptor
sample_09312,1013,380.31226810357225,71,39,6,3,5,8,0,0,0,Encryptor
sample_06581,1021,261.39135157083933,52,53,7,5,7,2,1,1,0,Encryptor
sample_07462,1115,438.0079349310831,100,14,7,4,2,3,0,0,0,Encryptor
sample_07425,803,300.3116071541604,93,31,6,6,0,7,0,0,0,Encryptor
sample_02333,777,346.2732216870874,84,46,5,1,5,1,0,0,0,Encryptor
sample_04115,652,451.53509893997847,79,24,7,7,7,5,0,0,0,Encryptor
sample_09902,1184,461.9927252159081,96,38,7,6,5,6,0,0,0,Encryptor
sample_05173,314,218.63191410732645,62,27,8,6,1,1,0,1,0,Encryptor
sample_07024,891,436.6829687758026,81,35,7,2,6,7,0,0,0,Encryptor
sample_01956,749,369.2583223045229,52,32,6,5,7,5,1,0,0,Encryptor
sample_02069,677,421.8859379625987,81,56,7,3,8,5,0,0,0,Encryptor
sample_04337,1079,238.4041409063551,68,52,7,6,4,1,1,1,0,Encryptor
sample_07702,723,316.2999746095682,113,22,5,4,5,1,0,0,0,Encryptor
sample_04300,485,276.215986347523,87,45,6,5,8,8,0,0,0,Encryptor
sample_06340,933,310.23586523195473,90,44,7,2,3,4,1,0,0,Encryptor
sample_08657,821,444.0739986455105,81,54,7,2,3,4,0,0,0,Encryptor
sample_05767,1251,286.6174839149747,83,42,6,3,2,4,0,0,0,Encryptor
sample_03055,629,280.70114789224203,80,40,7,4,3,5,1,0,0,Encryptor
sample_03485,931,397.5833358122465,70,26,6,6,10,7,0,0,0,Encryptor
sample_00839,870,130.76080103432267,42,32,7,4,8,1,0,0,0,Encryptor
sample_07726,834,315.82251128058124,31,39,6,5,7,6,0,1,0,Encryptor
sample_04115,652,451.53509893997847,79,24,7,7,7,5,0,0,0,Encryptor
sample_05848,366,401.5479211532052,73,37,5,6,6,3,0,1,0,Encryptor
sample_09539,666,411.513597502057,153,53,7,5,9,5,0,0,0,Encryptor
sample_04061,1036,280.3067301388976,110,57,6,7,2,2,0,0,0,Encryptor
sample_06749,835,319.3041504211107,57,49,6,4,1,5,0,0,0,Encryptor
sample_02221,375,205.0376207760874,119,42,7,4,4,3,0,0,0,Encryptor
sample_07317,808,361.9567693193434,33,48,8,1,2,6,0,0,0,Encryptor
sample_03092,1151,316.5054654145594,89,40,10,6,0,5,0,0,0,Encryptor
sample_05609,819,352.10052513345585,105,51,7,3,4,6,0,0,0,Encryptor
sample_07986,1089,356.89707820951384,125,23,5,4,9,6,0,0,0,Encryptor
sample_04851,985,236.1997242877576,25,17,4,8,6,6,0,0,0,Encryptor
sample_09787,737,386.1108299269578,72,58,7,6,7,4,1,1,0,Encryptor
sample_01733,991,161.48505705865784,109,32,5,6,5,2,0,1,0,Encryptor
sample_04183,701,335.8023050789259,134,42,6,5,1,4,0,0,0,Encryptor
sample_09219,510,284.8940140688842,69,38,6,2,7,0,0,0,0,Encryptor
sample_05682,846,376.9740410166033,160,27,7,4,3,3,0,0,0,Encryptor
sample_08706,738,349.0194309786633,84,60,5,3,2,10,0,0,0,Encryptor
sample_04583,1095,397.8954837973585,86,32,6,3,4,2,1,0,0,Encryptor
sample_09861,464,272.8639194299768,62,31,7,8,6,7,0,0,0,Encryptor
sample_00997,758,286.8031403360758,136,51,6,5,4,4,0,1,0,Encryptor
sample_09764,798,372.6079191590909,74,40,7,0,6,3,0,0,0,Encryptor
sample_01640,881,337.48983854661424,54,23,6,4,6,4,0,0,0,Encryptor
sample_05950,670,316.1485759861947,47,47,6,2,7,9,0,0,0,Encryptor
sample_03664,1277,120.21762230247344,120,7,7,1,6,2,0,0,0,Encryptor
sample_02231,1103,372.66772641441855,93,19,6,3,5,3,0,0,0,Encryptor
sample_06491,460,296.6134972284067,82,23,6,5,10,5,0,0,0,Encryptor
sample_06040,627,252.34341277498345,99,46,6,3,4,6,0,0,0,Encryptor
sample_00615,905,414.116443839278,79,22,7,6,0,4,0,0,0,Encryptor
sample_03561,981,475.9973476958816,65,31,5,6,2,7,0,0,0,Encryptor
sample_01444,696,169.33137448141474,84,50,6,6,2,6,0,1,0,Encryptor
sample_07726,834,315.82251128058124,31,39,6,5,7,6,0,1,0,Encryptor
sample_08602,972,306.89826783633373,52,41,6,4,9,8,0,1,0,Encryptor
sample_00819,1042,259.8818286182836,58,22,7,7,8,6,0,0,0,Encryptor
sample_07390,953,257.9257726127854,101,37,7,1,5,6,0,0,0,Encryptor
sample_08772,997,370.52946317563567,124,39,5,3,7,5,0,0,0,Encryptor
sample_00437,898,279.2037470288088,113,50,7,3,4,4,0,1,0,Encryptor
sample_01041,1194,278.8351609574013,63,31,6,3,1,2,0,0,0,Encryptor
sample_01922,671,291.92539540869706,60,48,6,6,8,4,0,0,0,Encryptor
sample_00725,1043,263.69582286281855,44,15,8,6,5,3,0,0,0,Encryptor
sample_07524,622,222.45884078638423,98,56,7,2,4,7,0,0,0,Encryptor
sample_09861,464,272.8639194299768,62,31,7,8,6,7,0,0,0,Encryptor
sample_01511,766,224.79588833810288,108,27,7,5,2,5,0,0,0,Encryptor
sample_02161,410,391.94857515519095,37,21,6,5,6,4,0,1,0,Encryptor
sample_05488,542,404.6113440977604,78,55,5,6,4,5,0,1,0,Encryptor
sample_05908,317,221.00555236369425,60,48,6,2,1,7,0,0,0,Encryptor
sample_03265,805,447.7181201923152,95,30,7,8,6,1,0,1,0,Encryptor
sample_07232,892,268.20311460558486,92,27,9,2,2,0,0,0,0,Encryptor
sample_04300,485,276.215986347523,87,45,6,5,8,8,0,0,0,Encryptor
sample_00070,455,352.29198088793873,43,30,8,3,6,0,0,0,0,Encryptor
sample_09862,627,230.7905253585751,81,43,7,4,4,10,0,0,0,Encryptor
sample_06987,683,383.8400156954963,110,13,6,5,1,8,0,0,0,Encryptor
sample_04720,929,324.6008950114397,56,58,5,5,5,11,1,0,0,Encryptor
sample_06577,894,257.3333804569272,80,46,6,3,5,8,1,0,0,Encryptor
sample_00753,943,376.8014079606132,68,43,7,7,4,4,0,0,0,Encryptor
sample_01512,691,385.7683345520511,90,36,6,6,7,0,0,1,0,Encryptor
sample_01103,688,428.1509043522166,108,41,5,2,5,5,0,0,0,Encryptor
sample_01983,1099,344.98134079310984,53,21,6,6,5,2,0,0,0,Encryptor
sample_01248,326,197.0459786462226,86,41,7,5,4,2,0,1,0,Encryptor
sample_02913,770,323.6962123264624,117,33,6,1,4,6,0,1,0,Encryptor
sample_06601,1058,447.18144188380586,90,38,5,6,5,0,0,0,0,Encryptor
sample_07363,821,176.0253469405522,104,17,7,8,0,4,0,0,0,Encryptor
sample_04487,963,511.7921074799006,101,68,7,5,3,3,1,0,0,Encryptor
sample_06204,434,271.83802675588,95,58,6,4,3,8,0,1,0,Encryptor
sample_08116,1076,211.83868047325245,67,59,7,2,10,2,0,0,0,Encryptor
sample_03467,891,170.42210981873285,78,51,7,5,4,1,0,0,0,Encryptor
sample_05195,328,284.8843853913791,86,63,7,5,5,10,0,0,0,Encryptor
sample_05876,901,200.79511893835672,92,55,8,5,7,2,0,0,0,Encryptor
sample_05654,727,407.6729289867978,47,38,6,6,3,6,1,0,0,Encryptor
sample_00510,983,211.7577418570292,86,43,6,4,1,4,0,0,0,Encryptor
sample_01630,708,146.38083891533674,93,43,7,6,5,3,0,0,0,Encryptor
sample_00941,997,330.1785530757577,84,28,6,7,4,5,0,0,0,Encryptor
sample_08867,544,262.9904135627701,92,36,7,3,9,3,0,0,0,Encryptor
sample_03987,1086,285.4331724089344,59,28,7,3,1,2,0,0,0,Encryptor
sample_03253,820,197.8022900813808,68,52,7,7,5,2,0,1,0,Encryptor
sample_01272,0,199.7499312331907,37,53,7,5,5,6,1,0,0,Encryptor
sample_07315,794,171.73663937033544,100,23,6,4,8,6,0,0,0,Encryptor
sample_03440,1018,346.9764634338903,77,29,7,2,6,7,0,1,0,Encryptor
sample_00408,1053,317.8915129504968,119,47,6,4,0,2,0,0,0,Encryptor
sample_05971,337,329.34661747586347,110,28,6,3,5,2,0,1,0,Encryptor
sample_02516,607,317.0476978966321,83,41,6,5,8,5,0,0,0,Encryptor
sample_06193,389,262.6053370300514,75,43,7,4,7,5,0,1,0,Encryptor
sample_03278,702,404.5574314430617,59,32,7,4,4,6,0,0,0,Encryptor
sample_03610,479,299.73352072318977,59,37,7,4,3,6,0,0,0,Encryptor
sample_09823,695,184.8417927248572,103,63,8,5,4,6,0,0,0,Encryptor
sample_08896,802,260.2018329697399,88,36,7,3,4,6,0,1,0,Encryptor
sample_09842,571,286.7295532319014,123,25,8,6,3,3,0,1,0,Encryptor
sample_04711,647,270.1223185926389,100,31,8,2,6,6,0,0,0,Encryptor
sample_08209,1150,288.2278794065796,80,16,5,5,7,5,0,0,0,Encryptor
sample_07702,723,316.2999746095682,113,22,5,4,5,1,0,0,0,Encryptor
sample_03682,1093,248.46883480757907,92,67,6,2,7,0,0,1,0,Encryptor
sample_09687,1034,364.7629105475762,72,39,5,6,10,5,0,0,0,Encryptor
sample_05712,655,257.72656784031125,99,59,7,7,5,1,0,0,0,Encryptor
sample_07286,1197,191.11106920310425,69,35,8,5,7,7,0,0,0,Encryptor
sample_01581,808,400.6687268402354,43,50,7,7,3,1,0,0,0,Encryptor
sample_09373,829,272.4071600149793,64,41,7,3,4,4,0,1,0,Encryptor
sample_03706,797,140.954879817468,89,58,8,2,2,6,0,0,0,Encryptor
sample_09503,848,368.3995101847627,81,51,7,9,5,4,0,0,0,Encryptor
sample_09823,695,184.8417927248572,103,63,8,5,4,6,0,0,0,Encryptor
sample_00572,729,263.6620169538876,109,40,7,6,2,0,0,1,0,Encryptor
sample_06636,805,301.6935351651513,64,34,7,4,2,3,0,0,0,Encryptor
sample_06412,1055,458.42790401653787,80,42,6,4,3,9,0,0,0,Encryptor
sample_04182,1007,312.9832278270804,104,47,3,7,5,5,0,0,0,Encryptor
sample_03936,651,160.4300568849129,118,42,7,6,0,4,0,0,0,Encryptor
sample_01935,754,389.5966719446664,81,30,5,6,6,7,0,0,0,Encryptor
sample_06687,922,326.91237885103857,86,44,7,5,6,3,0,0,0,Encryptor
sample_03166,822,122.62185093426145,96,29,6,4,8,6,0,0,0,Encryptor
sample_08295,836,264.7177938361168,84,22,7,1,5,4,1,1,0,Encryptor
sample_00823,234,301.64272147705015,109,46,7,1,3,6,0,0,0,Encryptor
sample_09692,676,463.4813264184976,81,23,7,6,5,6,0,0,0,Encryptor
sample_02908,404,333.6361297082157,68,52,7,8,7,5,0,0,0,Encryptor
sample_03800,882,175.39093048408694,97,25,7,4,10,7,0,0,0,Encryptor
sample_04179,1230,218.17099974661767,61,39,6,4,10,5,0,1,0,Encryptor
sample_07930,1274,115.9358433302372,69,9,7,4,3,2,0,0,0,Encryptor
sample_00751,478,271.21563499001195,83,17,6,3,3,5,1,0,0,Encryptor
sample_02753,426,187.73142464801165,83,38,7,4,11,5,0,0,0,Encryptor
sample_00796,1046,243.22611054833024,43,13,8,5,3,4,0,0,0,Encryptor
sample_01819,541,359.7044743962647,80,43,7,2,7,3,0,0,0,Encryptor
sample_08860,466,408.1435035728531,63,27,8,6,4,5,0,0,0,Encryptor
sample_02732,1055,337.4106087026049,61,35,7,4,1,5,0,0,0,Encryptor
sample_03263,778,379.7922508265755,91,38,5,2,6,0,0,1,0,Encryptor
sample_06662,341,431.0408163362992,102,46,8,4,3,7,1,0,0,Encryptor
sample_08279,590,313.380738687601,103,36,7,3,7,4,0,1,0,Encryptor
sample_07561,859,445.8229490465062,104,22,6,2,1,3,0,0,0,Encryptor
sample_09862,627,230.7905253585751,81,43,7,4,4,10,0,0,0,Encryptor
sample_08706,738,349.0194309786633,84,60,5,3,2,10,0,0,0,Encryptor
sample_03913,560,299.0020319847078,95,43,7,6,5,5,0,0,0,Encryptor
sample_07592,705,318.799239554729,61,24,6,4,3,5,0,0,0,Encryptor
sample_06060,349,269.32428964878784,56,31,7,5,3,5,0,1,0,Encryptor
sample_05612,958,428.2716071639185,64,32,8,4,5,5,0,0,0,Encryptor
sample_05797,703,341.4901730248108,96,25,9,3,0,4,0,1,0,Encryptor
sample_04871,814,359.9567189535076,78,44,6,5,4,5,1,1,0,Encryptor
sample_02204,1300,229.30426318875476,87,24,5,5,6,3,0,0,0,Encryptor
sample_01153,674,169.40064121799352,70,28,7,2,4,7,0,0,0,Encryptor
sample_06060,349,269.32428964878784,56,31,7,5,3,5,0,1,0,Encryptor
sample_01448,712,185.9951368081583,32,31,4,2,6,5,0,1,0,Encryptor
sample_05392,960,266.65856600035625,62,19,6,6,8,2,0,0,0,Encryptor
sample_03403,636,400.6743219660802,84,47,8,1,7,4,0,1,0,Encryptor
sample_00455,472,363.1345303732243,92,45,7,5,9,4,0,0,0,Encryptor
sample_07222,951,188.10155014498315,102,31,4,5,5,7,0,0,0,Encryptor
sample_03716,675,353.7340525258856,85,62,6,8,6,6,0,0,0,Encryptor
sample_05767,1251,286.6174839149747,83,42,6,3,2,4,0,0,0,Encryptor
sample_06686,846,279.4115824873328,45,35,6,4,6,8,0,0,0,Encryptor
sample_00465,964,287.2516272590886,107,46,4,3,3,6,0,0,0,Encryptor
sample_04010,1042,315.2963883841975,79,25,8,3,3,4,0,0,0,Encryptor
sample_01103,688,428.1509043522166,108,41,5,2,5,5,0,0,0,Encryptor
sample_08657,821,444.0739986455105,81,54,7,2,3,4,0,0,0,Encryptor
sample_03701,307,334.9669966454217,50,30,7,4,3,8,0,0,0,Encryptor
sample_09543,771,283.311880963807,110,35,6,4,5,3,0,0,0,Encryptor
sample_04717,573,311.5642123937734,38,35,8,7,3,1,0,0,0,Encryptor
sample_09077,967,332.983049971894,53,54,7,3,9,4,0,0,0,Encryptor
sample_00728,766,252.73573223715653,110,28,6,3,2,5,0,0,0,Encryptor
sample_07964,1052,281.8302339021786,82,35,6,5,2,7,0,0,0,Encryptor
sample_05569,615,155.18486994716352,89,54,6,1,5,2,1,1,0,Encryptor
sample_06794,837,316.84867215551395,122,50,7,3,2,3,0,0,0,Encryptor
sample_03131,881,180.1940882352941,59,23,7,7,5,6,0,1,0,Encryptor
sample_08273,893,140.9391884227687,90,29,6,5,0,8,0,0,0,Encryptor
sample_04046,550,442.6566414068748,112,37,7,5,6,7,0,0,0,Encryptor
sample_06961,686,181.0119693038416,48,44,7,5,4,1,0,1,0,Encryptor
sample_02231,1103,372.66772641441855,93,19,6,3,5,3,0,0,0,Encryptor
sample_04153,1030,220.99109812673024,95,40,7,4,6,6,0,0,0,Encryptor
sample_04490,920,403.8465295807634,43,37,6,6,4,7,0,0,0,Encryptor
sample_00006,1033,371.60359175063473,115,44,10,3,4,4,0,1,0,Encryptor
sample_06918,705,245.70471637462535,51,46,7,5,5,5,0,0,0,Encryptor
sample_02988,1101,359.8733124072056,66,37,6,5,8,2,0,0,0,Encryptor
sample_00819,1042,259.8818286182836,58,22,7,7,8,6,0,0,0,Encryptor
sample_07385,823,301.86560445064293,46,66,6,6,3,2,0,1,0,Encryptor
sample_03366,922,357.2359380138421,115,48,8,5,3,4,0,0,0,Encryptor
sample_04446,761,222.87557308093108,82,54,5,3,5,8,0,0,0,Encryptor
sample_07863,950,413.0117327993108,27,64,5,5,7,6,0,0,0,Encryptor
sample_05473,1306,130.8248167087451,72,18,7,5,2,10,1,0,0,Encryptor
sample_05907,882,260.8665299676968,78,54,6,4,8,7,0,0,0,Encryptor
sample_09206,257,357.38855238950737,90,29,8,2,6,8,1,0,0,Encryptor
sample_00836,1105,289.34264057554844,100,47,7,6,5,4,0,0,0,Encryptor
sample_03015,963,390.6477170401735,66,45,6,6,4,3,0,0,0,Encryptor
sample_05129,843,182.31213592559496,36,49,7,5,5,7,0,0,0,Encryptor
sample_03479,606,412.3894456703984,80,34,4,7,5,3,0,0,0,Encryptor
sample_07240,878,373.57095962677727,81,36,8,6,2,2,0,0,0,Encryptor
sample_08209,1150,288.2278794065796,80,16,5,5,7,5,0,0,0,Encryptor
sample_01406,1077,97.00311249014806,102,38,8,3,1,3,0,1,0,Encryptor
sample_06083,552,401.0785683314257,66,29,9,7,2,2,0,1,0,Encryptor
sample_00362,546,204.73466511037688,57,34,6,5,2,5,1,0,0,Encryptor
sample_07475,854,356.4480732515865,105,44,6,5,2,5,0,0,0,Encryptor
sample_08719,778,229.0440245149998,105,53,7,6,6,3,0,0,0,Encryptor
sample_03701,307,334.9669966454217,50,30,7,4,3,8,0,0,0,Encryptor
sample_09682,506,370.5283649936624,45,22,6,3,3,5,0,0,0,Encryptor
sample_03198,856,359.4281893063886,107,30,6,4,1,6,0,0,0,Encryptor
sample_02689,1027,254.89843407306049,75,19,5,5,7,6,0,1,0,Encryptor
sample_07182,1152,370.1770821543891,37,37,8,7,5,3,0,1,0,Encryptor
sample_00189,609,272.28346233248635,34,42,7,3,6,7,1,1,0,Encryptor
sample_05429,642,285.4041371033176,100,39,6,3,4,6,0,0,0,Encryptor
sample_07475,854,356.4480732515865,105,44,6,5,2,5,0,0,0,Encryptor
sample_06589,647,257.0920357572662,127,46,6,3,1,7,0,0,0,Encryptor
sample_03767,804,161.43418864088966,54,32,8,3,4,2,0,0,0,Encryptor
sample_04263,690,254.12642542350892,63,38,7,5,6,6,0,0,0,Encryptor
sample_03907,829,244.8068496170689,74,56,5,5,3,8,1,1,0,Encryptor
sample_04796,361,363.3852988894512,123,58,7,6,10,3,0,0,0,Encryptor
sample_08334,760,214.7463470361028,81,61,6,2,0,0,0,0,0,Encryptor
sample_01207,535,260.8661448420497,92,35,5,4,2,5,0,0,0,Encryptor
sample_07317,808,361.9567693193434,33,48,8,1,2,6,0,0,0,Encryptor
sample_07711,437,270.4386991382213,85,15,7,5,3,2,0,0,0,Encryptor
sample_05767,1251,286.6174839149747,83,42,6,3,2,4,0,0,0,Encryptor
sample_04122,935,352.7222289180256,75,36,8,0,5,5,0,1,0,Encryptor
sample_05510,1119,299.9423840812273,87,34,6,2,6,8,0,0,0,Encryptor
sample_09152,1072,315.0395626441198,100,36,5,1,3,0,0,0,0,Encryptor
sample_07897,1062,253.72984572861589,63,26,7,4,2,3,0,0,0,Encryptor
sample_00556,662,244.50297961300916,61,47,5,5,0,5,0,1,0,Encryptor
sample_03963,921,322.7537014447783,86,23,6,3,5,6,0,0,0,Encryptor
sample_02844,707,270.6524856858032,86,63,8,4,6,0,1,0,0,Encryptor
sample_03751,1178,167.85004293234186,90,32,7,1,1,6,0,1,0,Encryptor
sample_01095,1004,368.15738013972725,94,36,5,5,6,0,0,0,0,Encryptor
sample_04657,413,109.2916395256198,42,51,6,3,0,2,0,0,0,Encryptor
sample_03988,462,309.823111633091,63,30,6,0,0,6,0,0,0,Encryptor
sample_03564,759,98.1024736788251,40,36,5,7,2,4,0,0,0,Encryptor
sample_09017,717,345.28700719609606,64,35,8,2,3,5,0,0,0,Encryptor
sample_00232,1209,272.9277019004764,118,51,7,5,1,5,0,0,0,Encryptor
sample_01949,405,267.1822151294581,68,30,6,1,1,7,1,0,0,Encryptor
sample_04071,1158,267.66380180732426,92,46,8,4,2,7,0,0,0,Encryptor
sample_07181,1190,251.86744433494184,75,53,6,3,10,3,0,0,0,Encryptor
sample_04220,384,208.18534397451944,50,55,6,2,6,2,0,0,0,Encryptor
sample_06878,947,346.88313524081906,54,43,6,2,2,4,0,1,0,Encryptor
sample_01809,967,151.13680497653678,106,26,6,7,5,5,0,0,0,Encryptor
sample_08103,637,414.994608949551,94,51,6,5,7,5,0,0,0,Encryptor
sample_03579,942,283.5230229836577,85,19,7,4,2,8,1,0,0,Encryptor
sample_07516,798,378.927752266118,128,15,5,5,1,8,0,0,0,Encryptor
sample_06918,705,245.70471637462535,51,46,7,5,5,5,0,0,0,Encryptor
sample_03988,462,309.823111633091,63,30,6,0,0,6,0,0,0,Encryptor
sample_07418,767,266.99078051037617,72,65,6,3,7,0,0,0,0,Encryptor
sample_01496,335,354.02025375708945,77,27,7,2,4,0,0,0,0,Encryptor
sample_04563,669,392.1493021479447,73,41,7,5,1,3,1,0,0,Encryptor
sample_06193,389,262.6053370300514,75,43,7,4,7,5,0,1,0,Encryptor
sample_00823,234,301.64272147705015,109,46,7,1,3,6,0,0,0,Encryptor
sample_06450,842,348.5372199386355,92,41,7,4,8,9,0,0,0,Encryptor
sample_08291,898,284.9583211991783,88,41,6,4,4,5,0,0,0,Encryptor
sample_07475,854,356.4480732515865,105,44,6,5,2,5,0,0,0,Encryptor
sample_00536,507,299.2273318326355,68,26,8,2,5,2,0,0,0,Encryptor
sample_08172,602,188.05495259647896,126,38,8,7,5,7,0,0,0,Encryptor
sample_00421,654,263.60742065789793,63,22,7,6,6,7,0,0,0,Encryptor
sample_04937,728,243.634672683374,86,44,6,6,3,5,0,1,0,Encryptor
sample_03795,1172,284.55122604654133,87,16,7,5,0,5,0,0,0,Encryptor
sample_00232,1209,272.9277019004764,118,51,7,5,1,5,0,0,0,Encryptor
sample_03936,651,160.4300568849129,118,42,7,6,0,4,0,0,0,Encryptor
sample_04541,1060,351.22797989973645,103,47,7,0,2,2,0,1,0,Encryptor
sample_01922,671,291.92539540869706,60,48,6,6,8,4,0,0,0,Encryptor
sample_01240,954,518.4636045941716,105,40,5,7,7,1,0,0,0,Encryptor
sample_03455,886,369.3010634183648,100,52,5,4,7,2,0,0,0,Encryptor
sample_09875,1373,345.47576937495023,51,43,6,6,4,5,1,0,0,Encryptor
sample_00839,870,130.76080103432267,42,32,7,4,8,1,0,0,0,Encryptor
sample_04375,1076,316.3257963201988,81,36,6,7,4,6,0,0,0,Encryptor
sample_08843,711,217.34990211162992,72,10,5,1,6,4,0,0,0,Encryptor
sample_00755,643,270.60171931302494,128,36,7,6,2,2,0,0,0,Encryptor
sample_08231,525,136.4384504121415,108,23,7,5,3,2,0,0,0,Encryptor
sample_00070,455,352.29198088793873,43,30,8,3,6,0,0,0,0,Encryptor
sample_08651,738,428.7547024491343,113,39,6,2,10,6,0,0,0,Encryptor
sample_08316,1101,296.6075461670999,106,41,7,8,8,2,0,0,0,Encryptor
sample_03059,749,215.72119229327907,69,41,5,6,5,7,0,0,0,Encryptor
sample_03089,637,254.96823964577612,49,28,7,5,3,2,0,0,0,Encryptor
sample_06669,1280,350.47717668172857,136,38,7,4,2,2,0,1,0,Encryptor
sample_06707,904,368.9693633340776,69,43,7,12,4,3,0,0,0,Encryptor
sample_04899,533,314.6306078952127,97,43,7,6,3,5,0,0,0,Encryptor
sample_00536,507,299.2273318326355,68,26,8,2,5,2,0,0,0,Encryptor
sample_03712,836,275.4449550884881,61,66,7,1,5,1,0,1,0,Encryptor
sample_00674,1038,247.9601850041172,106,51,5,7,4,3,0,0,0,Encryptor
sample_01142,933,180.2423861538581,65,40,6,4,9,2,0,0,0,Encryptor
sample_02916,939,346.62019582363587,40,45,6,8,4,4,0,1,0,Encryptor
sample_07628,738,260.12215804702566,62,58,5,1,4,9,0,0,0,Encryptor
sample_07994,997,275.1556966774449,94,60,7,5,0,7,0,0,0,Encryptor
sample_00323,1319,407.14937349092367,85,52,8,3,2,5,0,0,0,Encryptor
sample_02955,733,447.4661192312497,72,71,7,9,7,5,0,0,0,Encryptor
sample_02346,965,203.20718594129775,53,24,7,2,8,2,0,0,0,Encryptor
sample_09773,832,401.9822683932379,113,70,6,5,4,3,0,0,0,Encryptor
sample_02531,882,300.8451547216739,71,49,9,8,7,7,0,1,0,Encryptor
sample_07638,813,344.69274136914186,86,24,5,5,9,3,0,0,0,Encryptor
sample_04174,409,243.51813938411567,75,23,6,7,1,3,0,0,0,Encryptor
sample_04478,608,322.6903100431108,92,67,6,7,3,3,0,0,0,Encryptor
sample_04974,546,369.0756850448557,90,34,6,6,6,4,0,0,0,Encryptor
sample_01512,691,385.7683345520511,90,36,6,6,7,0,0,1,0,Encryptor
sample_05640,901,299.5316295776824,91,55,9,4,2,3,0,0,0,Encryptor
sample_07711,437,270.4386991382213,85,15,7,5,3,2,0,0,0,Encryptor
sample_09288,1061,284.80971556894644,102,34,6,3,0,4,0,0,0,Encryptor
sample_06005,559,392.8478536947895,20,26,5,7,5,3,0,0,0,Encryptor
sample_09028,891,301.6464639113009,77,37,5,4,7,5,0,1,0,Encryptor
sample_06651,1020,278.17802766402934,86,31,8,4,6,8,0,0,0,Encryptor
sample_05690,611,423.9393155531149,73,27,7,4,4,7,0,0,0,Encryptor
sample_09180,609,449.16764903602296,61,42,8,4,5,9,0,0,0,Encryptor
sample_08657,821,444.0739986455105,81,54,7,2,3,4,0,0,0,Encryptor
sample_00769,878,224.83879464249884,119,64,6,3,4,6,0,0,0,Encryptor
sample_05606,1001,341.68466940945854,54,34,6,1,1,9,0,0,0,Encryptor
sample_02541,905,161.8161353781879,74,51,5,5,3,3,0,0,0,Encryptor
sample_07462,1115,438.0079349310831,100,14,7,4,2,3,0,0,0,Encryptor
sample_01087,740,198.32992866205169,68,26,6,2,2,1,1,0,0,Encryptor
sample_06443,729,345.09850244443044,99,53,7,2,4,2,0,0,0,Encryptor
sample_09207,1044,261.41333546736587,69,44,7,5,5,5,0,0,0,Encryptor
